O75594	10000	U3KQU4
F8W6I7	10000	U3KQU1
P20020	10000	U3KQK0
P06899	10000	U3KQF4
Q4LDE5	10000	U3KQD2
P41218	10000	U3KQB3
P16403	10000	U3KQ99
P16452	10000	U3KQ30
G3V1A1	10000	U3KPW6
O75394	10000	U3KPU7
M0QWZ9	10000	S4R403
Q13541	10000	S4R3Z2
P46783	10000	S4R3N9
O94898	10000	S4R3N1
Q5JS54	10000	S4R3H3
Q29960	10000	S4R3E9
Q9UBB6	10000	S4R360
Q8IU85	10000	R4GNH3
P0DJI8	10000	R4GNB2
Q9C0F1	10000	R4GN72
P09769	10000	R4GMX8
Q9UHN6	10000	R4GMX0
Q13371	10000	R4GMU7
Q9NZN4	10000	R4GMR5
Q9Y303	10000	Q9Y6X5
Q9P2M4	10000	Q9Y6W5
Q8WV92	10000	Q9Y6W3
J3KQ66	17.63605515	Q9Y6N5
Q96N66	8.664127693	Q9Y6M9
Q6UWE0	7.636648614	Q9Y6M5
E9PH58	7.307215363	Q9Y6M4
Q2TAZ0	6.74537272	Q9Y6K5
H0YMV8	6.717395522	Q9Y6I9
E7EMX2	6.53958726	Q9Y6I3
Q96FN4	6.410783063	Q9Y6H1
Q9NPA8	6.121612087	Q9Y6G9
P56181	5.958601277	Q9Y6G5
Q9Y6K5	5.567163326	Q9Y6E2
J3KS81	5.162708051	Q9Y6E0
G5E933	4.423842691	Q9Y6D6
Q86VR2	4.34257812	Q9Y6D5
P22626	3.832807383	Q9Y6C9
P33908	3.663771741	Q9Y6C2
P08311	2.88467114	Q9Y6B7
P03973	2.733451992	Q9Y6B6
Q9NZJ9	2.551583558	Q9Y6A9
P62805	2.490129452	Q9Y6A5
P62263	2.449361081	Q9Y696
H7C1J4	2.444225539	Q9Y689
P04083	2.390468911	Q9Y680
P02792	2.377403742	Q9Y679
P02549	2.089381558	Q9Y678
Q6ZWT7	2.085830181	Q9Y673
P13796	2.08306653	Q9Y624
Q9UPN4	2.003096655	Q9Y619
Q9Y5P4	1.778083273	Q9Y617
Q63HN8	1.696956255	Q9Y616
P06702	1.656755421	Q9Y613
P12955	1.603045541	Q9Y608
P05109	1.576747604	Q9Y5Z4
J3KNL6	1.551647697	Q9Y5Y2
Q9NPB1	-10000	Q9Y5X4
E9PQG4	-10000	Q9Y5X3
Q9BZE1	-10000	Q9Y5X2
Q9Y291	-10000	Q9Y5X1
P02810	-10000	Q9Y5U9
Q5JTA5	-10000	Q9Y5S9
Q9UQ35	-10000	Q9Y5S2
P49788	-14.04431686	Q9Y5R8
Q15904	-7.187967395	Q9Y5Q8
Q86VX2	-6.832643728	Q9Y5P6
P30499	-4.612348216	Q9Y5P4
P28907	-4.441054999	Q9Y5M8
Q8WTR2	-2.925073882	Q9Y5L4
M0R2G3	-2.690432668	Q9Y5K8
Q95365	-2.54752609	Q9Y5K6
Q5VZ66	-2.280238559	Q9Y5J7
P20472	-2.207937265	Q9Y5J6
Q9H4L5	-2.01015174	Q9Y5B0
G8JLE0	-1.714315984	Q9Y584
P04196	-1.626157294	Q9Y570
Q9UKW4	-1.598039655	Q9Y547
E9PGF5	-1.588023904	Q9Y536
Q08426	-1.579981967	Q9Y530
Q9NZ08	-1.546756298	Q9Y512
		Q9Y508
		Q9Y4Z0
		Q9Y4X5
		Q9Y4W6
		Q9Y4P1
		Q9Y4K4
		Q9Y4K3
		Q9Y4H2
		Q9Y4G8
		Q9Y4G6
		Q9Y4F9
		Q9Y4E8
		Q9Y4E6
		Q9Y4D1
		Q9Y490
		Q9Y487
		Q9Y478
		Q9Y450
		Q9Y3X0
		Q9Y3R0
		Q9Y3Q8
		Q9Y3Q3
		Q9Y3P9
		Q9Y3L5
		Q9Y3L3
		Q9Y3I1
		Q9Y3I0
		Q9Y3E7
		Q9Y3E2
		Q9Y3D6
		Q9Y3D3
		Q9Y3D0
		Q9Y3C8
		Q9Y3C6
		Q9Y3C5
		Q9Y3C4
		Q9Y3B1
		Q9Y3A6
		Q9Y3A5
		Q9Y394
		Q9Y385
		Q9Y376
		Q9Y371
		Q9Y333
		Q9Y316
		Q9Y315
		Q9Y305
		Q9Y303
		Q9Y2Z0
		Q9Y2Y8
		Q9Y2V7
		Q9Y2V2
		Q9Y2U5
		Q9Y2T2
		Q9Y2S6
		Q9Y2S2
		Q9Y2R0
		Q9Y2Q5
		Q9Y2Q3
		Q9Y2Q0
		Q9Y2L9
		Q9Y2L5
		Q9Y2J2
		Q9Y2I8
		Q9Y2H0
		Q9Y2G8
		Q9Y2G3
		Q9Y2G2
		Q9Y2D4
		Q9Y2B0
		Q9Y2A7
		Q9Y295
		Q9Y291
		Q9Y287
		Q9Y281
		Q9Y277
		Q9Y276
		Q9Y274
		Q9Y266
		Q9Y265
		Q9Y263
		Q9Y259
		Q9Y251
		Q9Y243
		Q9Y240
		Q9Y237
		Q9Y230
		Q9Y224
		Q9Y217
		Q9UQL6
		Q9UQE7
		Q9UQ80
		Q9UQ53
		Q9UQ35
		Q9UQ16
		Q9UQ13
		Q9UPY6
		Q9UPY3
		Q9UPU5
		Q9UPT5
		Q9UPQ9
		Q9UPN7
		Q9UPN4
		Q9UPM8
		Q9UP83
		Q9UNZ2
		Q9UNS2
		Q9UNP9
		Q9UNN5
		Q9UNM6
		Q9UNK0
		Q9UNH7
		Q9UNF1
		Q9UNF0
		Q9UNE7
		Q9UN86
		Q9UN37
		Q9UN30
		Q9UMZ2
		Q9UMY4
		Q9UMX5
		Q9UMX0
		Q9UMS0
		Q9UM07
		Q9ULZ3
		Q9ULV4
		Q9ULT8
		Q9ULQ0
		Q9ULP9
		Q9ULL4
		Q9ULH7
		Q9ULH1
		Q9ULH0
		Q9ULC5
		Q9ULC4
		Q9ULC3
		Q9UL54
		Q9UL46
		Q9UL26
		Q9UL25
		Q9UL18
		Q9UL15
		Q9UKY7
		Q9UKW4
		Q9UKV8
		Q9UKU7
		Q9UKT5
		Q9UKR5
		Q9UKL6
		Q9UKI8
		Q9UKG1
		Q9UKE5
		Q9UKA8
		Q9UK45
		Q9UK41
		Q9UK08
		Q9UJZ1
		Q9UJX3
		Q9UJX2
		Q9UJW0
		Q9UJU6
		Q9UJS0
		Q9UJC5
		Q9UJ70
		Q9UJ68
		Q9UIV1
		Q9UIQ6
		Q9UIL1
		Q9UIJ7
		Q9UII2
		Q9UIG8
		Q9UID3
		Q9UIC8
		Q9UIB8
		Q9UI46
		Q9UI38
		Q9UI26
		Q9UI12
		Q9UI09
		Q9UHY8
		Q9UHY7
		Q9UHY1
		Q9UHV9
		Q9UHQ9
		Q9UHQ4
		Q9UHN6
		Q9UHL4
		Q9UHJ6
		Q9UHG3
		Q9UHF1
		Q9UHD9
		Q9UHD8
		Q9UHD2
		Q9UHD1
		Q9UHB6
		Q9UHA4
		Q9UH92
		Q9UH90
		Q9UH65
		Q9UH62
		Q9UGR2
		Q9UGP8
		Q9UGP4
		Q9UGJ1
		Q9UG63
		Q9UFN0
		Q9UEY8
		Q9UEW8
		Q9UEU0
		Q9UDY2
		Q9UDW1
		Q9UDT6
		Q9UBW8
		Q9UBW5
		Q9UBV8
		Q9UBV2
		Q9UBS4
		Q9UBR2
		Q9UBQ7
		Q9UBQ0
		Q9UBP0
		Q9UBM7
		Q9UBI1
		Q9UBF8
		Q9UBF6
		Q9UBF2
		Q9UBC2
		Q9UBB6
		Q9UBB4
		Q9P2X0
		Q9P2R3
		Q9P2M4
		Q9P2E9
		Q9P2E3
		Q9P2D3
		Q9P299
		Q9P270
		Q9P266
		Q9P265
		Q9P260
		Q9P253
		Q9P225
		Q9P219
		Q9P1Z2
		Q9P1U1
		Q9P1Q0
		Q9P1F3
		Q9P126
		Q9P0U1
		Q9P0S9
		Q9P0S3
		Q9P0R6
		Q9P0N9
		Q9P0N8
		Q9P0M9
		Q9P0L0
		Q9P0J7
		Q9P0J1
		Q9P0I2
		Q9P035
		Q9P032
		Q9P015
		Q9P000
		Q9NZZ3
		Q9NZT2
		Q9NZQ7
		Q9NZQ3
		Q9NZN5
		Q9NZN4
		Q9NZN3
		Q9NZM3
