5918	-14.04	7094
537	-7.19	4627
149951	-6.83	2316
3107	-4.61	60
952	-4.44	7057
142679	-2.93	87
79036	-2.69	7414
3106	-2.55	2243
282973	-2.28	3674
5816	-2.21	5473
26031	-2.01	2244
3273	-1.63	2162
10451	-1.6	83706
7145	-1.59	3690
1962	-1.58	81027
51752	-1.55	5216
5649	17.64	5315
79143	8.66	4052
90678	7.64	7450
51065	6.72	7277
221184	6.41	7171
56943	6.12	2934
4731	5.96	2266
4940	5.57	22915
147007	5.16	1213
6305		9948
162427	4.34	3043
3181	3.83	10383
4121	3.66	3312
1511	2.88	5908
6590	2.73	7791
11163	2.55	2597
121504	2.49	3039
6208	2.45	7534
54887	2.44	8407
301	2.39	2023
2512	2.38	5339
6708	2.09	3309
129642	2.09	3611
3936	2.08	2153
22994	2	489
10087	1.78	2040
57674	1.7	9124
6280	1.66	5197
5184	1.6	3320
6279	1.58	1072
9919	1.55	4478
8675	-1.71	81
		5478
		226
		7184
		10788
		10487
		9588
		6711
		70
		6710
		7415
		5341
		2811
		7531
		8436
		3987
		4637
		30845
		1192
		823
		2335
		800
		5230
		10627
		832
		9475
		10096
		23499
		51411
		201294
		3098
		397
		3418
		10059
		3655
		5196
		5834
		64423
		5479
		7167
		5034
		4638
		6813
		29780
		4860
		23193
		498
		6403
		7408
		3315
		5214
		9793
		3688
		8654
		1265
		2814
		811
		6251
		3304
		9446
		2017
		506
		23603
		2194
		239
		377
		5175
		3329
		7168
		6622
		10097
		3945
		6515
		7169
		2533
		2273
		10095
		1727
		80739
		9414
		81876
		7419
		91624
		11117
		57142
		3939
		29109
		3105
		760
		11151
		7174
		23218
		2539
		23191
		1778
		3326
		23526
		2950
		22919
		9260
		5874
		10109
		57091
		4811
		6233
		5836
		6714
		6648
		7317
		6786
		7533
		340205
		47
		5879
		718
		3295
		22821
		51560
		829
		10015
		351
		1992
		948
		1314
		821
		11315
		3273
		54521
		5777
		10398
		10376
		8773
		27044
		2314
		23406
		1627
		23052
		488
		23344
		6709
		847
		10092
		7879
		7416
		292
		5579
		1465
		25932
		4831
		2876
		2820
		7318
		7203
		51552
		9230
		94121
		7040
		5795
		338
		2812
		136319
		203068
		10938
		56886
		102
		4191
		445582
		7402
		989
		5305
		4673
		3796
		10611
		6678
		1191
		29094
		9578
		395
		3514
		3799
		3937
		10105
		1639
		5742
		5223
		10235
		8775
		10963
		116985
		10855
		10130
		2771
		7532
		83699
		286
		3673
		387
		8853
		5052
		3927
		9601
		9218
		2664
		3500
		7018
		51807
		1785
		11344
		2815
		10093
		10694
		6950
		2821
		9685
		1984
		7086
		396
		23002
		93663
		10576
		928
		5782
		23530
		808
		7276
		11343
		5226
		6184
		271
		50
		5627
		998
		5573
		23352
		83442
		56681
		5236
		1808
		3849
		28988
		10981
		9520
		826
		8997
		6451
		10971
		3106
		2280
		25824
		7873
		9050
		22908
		8676
		1315
		3030
		3313
		7041
		5580
		55198
		9761
		399687
		4735
		2885
		63893
		3308
		55752
		6647
		84959
		22948
		695
		830
		10075
		5037
		6001
		2039
		5093
		162
		10961
		10094
		1937
		3837
		10890
		7417
		10935
		16
		54205
		6352
		1973
		1327
		29766
		523
		54832
		4218
		10954
		5250
		51109
		5110
		5340
		2782
		873
		55832
		4129
		1445
		373156
		160
		308
		55276
		8565
		3843
		408
		23043
		8655
		6777
		23140
		55898
		1981
		10989
		9535
		5494
		5682
		51517
		5499
		392
		9276
		7529
		6774
		908
		90550
		2060
		50807
		93035
		23230
		5688
		5687
		8832
		10575
		5552
		4522
		4026
		11034
		6850
		335
		7920
		10565
		5518
		204
		51727
		6050
		4354
		10574
		7334
		2617
		7456
		10335
		1891
		2171
		5269
		54545
		58513
		6888
		2109
		25796
		5901
		10550
		4067
		5878
		1615
		210
		11252
		5899
		3417
		1399
		23108
		4644
		7284
		163882
		3071
		51347
		2776
		759
		310
		471
		51474
		5567
		1642
		203
		7360
		22820
		6249
		1509
		7295
		84790
		1374
		5062
		51056
		1890
		10549
		81704
		6275
		1759
		7263
		8239
		3028
		353
		57551
		5265
		10396
		2935
		11235
		57482
		57488
		116173
		5592
		55004
		26355
		1666
		3075
		9554
		9402
		1982
		8673
		64407
		10857
		6818
		5861
		6093
		1652
		7511
		1431
		37
		196527
		4659
		11331
		2936
		3094
		259215
		8428
		55031
		1915
		10916
		5336
		8935
		515
		4282
		5578
		6801
		4200
		25934
		10672
		10787
		539
		5689
		80790
		84932
		9368
		10476
		7385
		3709
		55748
		55737
		57175
		5747
		50848
		7165
		5211
		4190
		2010
		100529241
		8615
		3064
		5720
		7076
		55619
		8724
		5550
		4967
		10006
		55233
		91584
		3251
		7871
		6902
		6897
		55611
		4013
		9352
		374354
		5589
		2746
		8821
		5245
		5577
		8440
		51752
		10121
		10211
		5921
		2319
		22795
		311
		22872
		3895
		4641
		10134
		7461
		7381
		5358
		5684
		7384
		509
		5870
		4976
		342618
		5476
		8417
		7514
		3045
		391
		5330
		4905
		8078
		23637
		79930
		1889
		27071
		2287
		3501
		1312
		118
		23256
		55690
		10972
		55968
		81542
		6238
		372
		55914
		9958
		9209
		48
		52
		7332
		9961
		10606
		3956
		10257
		6342
		5036
		10226
		5686
		54732
		51206
		10204
		23164
		51
		93100
		23607
		5272
		754
		5912
		6641
		375033
		23303
		567
		2026
		5880
		81567
		2098
		836
		7739
		3059
		5707
		1345
		8402
		7336
		10654
		4130
		5867
		5917
		5139
		1738
		54676
		27101
		5413
		7178
		2983
		55681
		1650
		84281
		6301
		5781
		5683
		79671
		790
		6185
		11140
		642
		645
		90952
		26986
		4634
		7458
		54509
		23157
		3241
		293
		5696
		6921
		5859
		26130
		476
		6767
		5708
		112
		7448
		102724023
		8209
		10666
		637
		8907
		4217
		120
		9342
		5594
		9097
		163
		11316
		8574
		2730
		23365
		6643
		3612
		2982
		5048
		56850
		3336
		80230
		8760
		6389
		2632
		23071
		6237
		3033
		493856
		79098
		29789
		2108
		1892
		4650
		9322
		80005
		22931
		1938
		6708
		306
		64780
		85439
		50808
		6844
		9046
		1075
		84836
		55075
		56954
		23382
		10313
		126133
		2182
		51015
		28964
		10527
		2783
		27032
		6252
		55207
		9375
		23011
		1329
		9647
		5906
		6772
		58472
		51706
		23654
		5155
		5054
		1936
		26060
		81855
		10072
		26007
		9217
		58497
		201595
		5515
		3032
		6814
		84681
		54863
		347688
		140735
		4738
		644
		51251
		6206
		25782
		3093
		5706
		64420
		7407
		51160
		128
		8943
		3240
		230
		1796
		1434
		8411
		2806
		8536
		8729
		55379
		6742
		3190
		51703
		5588
		2207
		2879
		4701
		5291
		1340
		6789
		6717
		7453
		7454
		9748
		178
		2791
		6279
		6390
		2286
		135228
		1537
		5770
		5685
		5691
		5162
		2781
		57506
		23358
		1155
		2944
		285195
		92259
		5717
		1933
		134957
		9380
		8540
		2947
		9131
		5862
		4719
		55573
		5902
		51135
		2035
		55291
		7431
		84174
		11171
		9764
		2147
		5321
		5976
		427
		4357
		5198
		54472
		5007
		5887
		5721
		3636
		146691
		79643
		7247
		7001
		79666
		51031
		1977
		8661
		9377
		8662
		55529
		377677
		3842
		327
		8073
		326624
		28985
		51181
		57605
		6923
		22930
		9208
		10867
		4676
		55666
		2804
		5365
		22898
		4141
		3155
		80777
		10016
		6793
		6009
		1432
		11164
		2029
		10066
		64115
		7409
		51379
		30844
		8874
		9318
		56829
		128240
		3700
		6845
		833
		1200
		7389
		2766
		84886
		51699
		23558
		3831
		254102
		84376
		53916
		51144
		27243
		526
		9341
		55770
		84687
		5872
		25923
		64122
		83660
		25893
		57606
		307
		9861
		23392
		51571
		11101
		6280
		3915
		10327
		5331
		7335
		55236
		2638
		4513
		378
		8607
		10492
		6525
		5910
		23317
		8567
		3845
		3998
		71
		1622
		121504
		2058
		51138
		60412
		627
		10424
		5962
		5690
		708
		91754
		10128
		2534
		26469
		139818
		10049
		462
		79654
		10402
		92140
		51119
		4048
		7846
		334
		2185
		78991
		4729
		529
		9525
		54935
		28984
		9868
		6548
		191
		26127
		55347
		8546
		1950
		522
		127018
		23564
		1476
		80301
		54927
		5718
		10269
		5270
		581
		4507
		1601
		84817
		8649
		1965
		57674
		29934
		11345
		348
		5701
		3635
		3693
		2739
		391356
		54662
		5692
		1605
		58533
		9973
		10471
		439
		1211
		9551
		26000
		1968
		7323
		8813
		6576
		55604
		57153
		51762
		10920
		55793
		27040
		23294
		34
		10484
		23760
		51506
		10728
		5860
		58527
		28956
		5524
		8895
		11165
		3035
		961
		58477
		23788
		2271
		57470
		11332
		382
		2107
		24139
		721
		10634
		813
		23474
		348093
		26578
		5715
		9632
		54505
		10632
		1841
		2615
		56947
		5716
		4069
		6748
		83700
		51594
		4509
		5585
		91663
		55973
		1635
		84695
		5510
		401494
		57658
		10969
		83451
		4722
		2720
		1656
		2224
		157695
		9373
		7706
		10434
		3069
		23478
		6277
		84064
